Gene	length
Capr	5172
caps	50951
capt	6585
capu	30215
car	3383
CarT	3132
cas	3831
CASK	39275
casp	3534
Cat	5585
cathD	8231
cato	712
Catsup	1753
caup	12168
cav	2426
caz	4711
cbc	1880
Cbl	7293
CBP	5380
Cbp20	779
Cbp53E	22131
Cbp80	8245
cbs	2808
Cbs	3959
cbt	3243
Cby	768
Cc2d2a	5032
CCAP	1503
CCAP-R	32772
CCDC151	2163
CCDC53	774
Ccdc56	1592
Ccdc58	1752
CCHa1	4332
CCHa1-R	18221
CCHa2	6139
CCHa2-R	17732
Cchl	1506
CCKLR-17D1	19079
CCKLR-17D3	9545
Ccm3	2281
Ccn	58825
Ccp84Aa	820
Ccp84Ab	910
Ccp84Ac	1124
Ccp84Ad	796
Ccp84Ae	872
Ccp84Af	638
Ccp84Ag	1312
Ccs	1089
CCT1	2335
CCT2	3314
CCT3	2374
CCT4	2599
CCT5	2715
CCT6	2324
CCT7	4671
CCT8	2147
c-cup	939
CCY	16933
Ccz1	1713
cd	3032
CD98hc	4020
Cda4	49077
Cda5	40003
Cda9	1855
CDase	6216
cdc14	9036
Cdc16	2923
Cdc23	2388
Cdc27	3860
Cdc2rk	1486
Cdc37	1916
Cdc42	2848
CDC45L	2266
Cdc5	3533
Cdc6	2561
Cdc7	5169
Cdep	35025
CdGAPr	17009
cdi	49389
cDIP	1855
Cdk1	1524
Cdk12	6379
Cdk2	2792
CDK2AP1	1831
Cdk4	5979
Cdk5	1890
Cdk5alpha	2826
Cdk7	1519
Cdk8	1591
Cdk9	1665
Cdlc2	736
cdm	4205
Cds	3914
Cec2	240
CecA1	400
CecA2	413
CecB	483
CecC	455
Cec-Psi1	227
Ced-12	3002
ced-6	10269
Cen	2926
CenB1A	5818
CenG1A	63149
Cenp-C	5144
Cep135	11293
cep290	7155
Cep89	1598
Cep97	3729
cer	558
Cerk	9434
cert	7343
cerv	1186
Cf2	6217
Cfp1	2527
cg	9146
CG10000	3278
CG10005	2042
CG10011	27161
CG10013	1690
CG10014	1662
CG10019	24152
CG10026	3468
CG10029	1484
CG10031	642
CG10035	1823
CG10038	1658
CG10041	1265
CG10050	1956
CG10051	3654
CG10053	1051
CG10055	2573
CG10062	4862
CG10063	889
CG10064	2638
CG10068	1757
CG10073	4423
CG10075	1163
CG10077	6414
CG10081	3396
CG10082	11759
CG10086	2851
CG10089	9236
CG10096	5815
CG10097	5815
CG10098	1956
CG10103	2481
CG10104	1514
CG10116	1031
CG10126	3703
CG10131	1114
CG10132	6630
CG10137	6300
CG10139	1075
CG10140	1154
CG10147	2258
CG10151	2952
CG10154	1457
CG10163	1338
CG10164	2621
CG10165	3396
CG10166	935
CG10168	1916
CG10170	1823
CG10171	1962
CG10175	8723
CG10177	1438
CG10178	3953
CG10182	2700
CG10183	2474
CG10184	2989
CG10185	7006
CG10188	6430
CG10189	1607
CG10194	1423
CG10195	2474
CG10202	2131
CG10205	1120
CG10208	1130
CG10209	2303
CG10211	14481
CG10214	970
CG10217	2527
CG10222	1332
CG10226	5746
CG10232	2283
CG10237	6878
CG1024	2980
CG10252	1025
CG10254	5977
CG10257	2072
CG10264	1335
CG10265	1504
CG10268	1259
CG10274	3153
CG10280	1360
CG10283	11550
CG10286	2151
CG10298	798
CG10300	1787
CG10301	1181
CG10307	1481
CG10311	6230
CG10317	1679
CG10321	3721
CG10324	1933
CG10332	860
CG10333	2719
CG10336	1379
CG10337	1584
CG10338	2908
CG10339	2294
CG10340	994
CG10341	1932
CG10343	982
CG10344	1245
CG10345	7789
CG10347	2240
CG10348	18072
CG10352	1863
CG10353	9426
CG10357	1301
CG10359	3053
CG10361	1914
CG10362	4427
CG10365	8169
CG10366	2206
CG10375	1273
CG10376	2500
CG10383	4699
CG10384	18255
CG10395	1496
CG10399	1277
CG10405	1306
CG10407	1384
CG10413	5495
CG10417	2774
CG10418	561
CG10420	1894
CG10424	1311
CG10425	1536
CG10428	2090
CG10431	3478
CG10433	2450
CG10435	2295
CG10444	2847
CG10445	3701
CG10459	1187
CG10462	3901
CG10463	2108
CG10465	1290
CG10466	679
CG10467	1544
CG10469	1126
CG10470	809
CG10472	1539
CG10474	1336
CG10477	1413
CG10479	8463
CG10481	2350
CG10483	3412
CG10486	2489
CG10492	4744
CG10494	2352
CG10495	1432
CG10505	5096
CG10508	5837
CG10510	1937
CG10512	5173
CG10513	1423
CG10514	1420
CG10516	1699
CG10527	2422
CG10543	11521
CG10550	1985
CG10553	1651
CG10555	5577
CG10559	1623
CG10560	1552
CG10561	2170
CG10562	1705
CG10565	3104
CG10570	2559
CG10576	3740
CG10581	650
CG10584	1081
CG10585	2227
CG10587	1019
CG10588	3727
CG10589	1365
CG10591	1136
CG10592	2532
CG10597	770
CG10598	1711
CG10600	5970
CG10602	4123
CG10616	2701
CG10621	2226
CG10623	1831
CG10628	1371
CG10631	14088
CG10638	3206
CG10646	1428
CG10650	2575
CG10651	1169
CG10654	2467
CG10657	5387
CG10660	4009
CG10663	10618
CG10669	3881
CG10672	1207
CG10674	545
CG10680	1567
CG10681	1135
CG10694	968
CG10700	1753
CG10702	5020
CG10710	3333
CG10713	6391
CG10721	1718
CG10725	1056
CG10730	2115
CG10731	984
CG10734	1528
CG10737	14081
CG10738	14770
CG1074	2211
CG10747	1713
CG10748	1146
CG10749	1177
CG10750	1346
CG10752	1962
CG10761	1253
CG10764	2331
CG1077	2827
CG10778	1607
CG10793	1659
CG10795	1165
CG10799	592
CG10801	1909
CG10802	1591
CG10803	5266
CG10804	5860
CG10809	2507
CG10814	1757
CG10822	606
CG10827	1831
CG10834	443
CG10839	1970
CG10841	2920
CG10845	1933
CG10853	797
CG10859	2273
CG10862	1367
CG10863	1458
CG10864	1552
CG10866	1933
CG10869	2290
CG10874	2473
CG10877	1582
CG10880	1340
CG10887	2302
CG10889	2176
CG10898	2102
CG10899	1177
CG1090	6973
CG10903	1735
CG10904	1133
CG10907	1905
CG10909	1173
CG10910	2139
CG10911	1517
CG10912	1002
CG10914	2054
CG10915	4027
CG10916	2057
CG10918	643
CG10919	1556
CG1092	1547
CG10920	1764
CG10927	1166
CG10931	1202
CG10932	1656
CG10934	1043
CG10936	34188
CG10939	10579
CG10943	1204
CG10947	29508
CG10948	5864
CG10949	1746
CG10950	1957
CG10953	1560
CG10958	2683
CG10959	1904
CG10960	18227
CG10962	1348
CG10969	2348
CG10970	1810
CG10973	1536
CG10979	5290
CG10984	3284
CG10993	774
CG10996	1250
CG11000	10931
CG11007	1527
CG11018	1303
CG11023	1956
CG11029	1805
CG1103	2160
CG11030	37765
CG11034	3669
CG11035	1880
CG11037	989
CG11041	707
CG11044	3099
CG1105	2951
CG11050	6107
CG11052	1049
CG11060	2405
CG11068	1339
CG11069	2872
CG11070	3517
CG11073	8046
CG11076	2047
CG11077	687
CG11085	4901
CG11089	4434
CG11095	1187
CG11099	2966
CG11103	923
CG11106	559
CG11109	1503
CG11110	817
CG11112	740
CG11113	506
CG11122	12332
CG11123	2180
CG11125	2523
CG11127	1484
CG1113	2251
CG11131	1519
CG11134	1236
CG11137	1069
CG11141	3711
CG11145	689
CG11147	7570
CG11149	2779
CG11151	2209
CG11155	11318
CG11158	1665
CG11159	854
CG1116	1892
CG11162	989
CG11164	1560
CG11168	4280
CG11170	5461
CG11178	3849
CG11180	2516
CG11191	1631
CG11192	960
CG11200	4155
CG11208	2637
CG11210	3623
CG11211	701
CG11221	13632
CG11226	1103
CG11227	2588
CG11236	1362
CG1124	3041
CG11241	6408
CG11247	4481
CG11248	3182
CG11249	2380
CG11251	1389
CG11257	1773
CG1126	1459
CG11261	2287
CG11262	2284
CG11263	1065
CG11267	854
CG11269	401
CG11275	2948
CG11279	1943
CG11284	7509
CG11286	897
CG11289	1564
CG1129	4582
CG11291	1334
CG11294	1801
CG11298	569
CG11300	581
CG11307	2251
CG11309	2874
CG11313	1329
CG11317	6610
CG11318	2830
CG11319	32669
CG11322	1765
CG11327	1871
CG11333	834
CG11334	3216
CG11342	965
CG11345	987
CG11349	2028
CG11350	1562
CG11353	6101
CG11356	897
CG11357	11407
CG1136	13065
CG11360	19509
CG11362	825
CG11367	5336
CG11368	435
CG11369	2478
CG1137	1734
CG11370	1506
CG11373	694
CG11374	1436
CG11377	1763
CG11378	2970
CG11379	1387
CG1138	1398
CG11380	5353
CG11381	1657
CG11382	1884
CG11384	2159
CG11388	1639
CG1139	2648
CG11391	1978
CG11396	1798
CG11398	3168
CG11399	5848
CG11400	1217
CG11403	3012
CG11404	906
CG11406	6113
CG11407	1900
CG11409	12070
CG11413	602
CG11414	3452
CG11417	2460
CG1142	1324
CG11425	998
CG11426	2954
CG1143	1825
CG11436	1996
CG11437	992
CG11438	2458
CG11444	1282
CG11447	991
CG11448	4284
CG11449	1617
CG11453	1998
CG11454	905
CG11456	2354
CG11458	537
CG11459	1413
CG1146	3810
CG11470	770
CG11474	2210
CG11475	1562
CG11486	19274
CG11498	7452
CG11504	1856
CG11523	874
CG11529	1240
CG11534	1689
CG11537	15424
CG11539	877
CG11550	1734
CG11555	931
CG11560	1167
CG11562	804
CG11563	965
CG11566	17574
CG11570	1058
CG11576	3320
CG11581	1534
CG11583	1314
CG11584	2288
CG11585	1240
CG11586	1174
CG11588	1087
CG11590	730
CG11593	2960
CG11594	3312
CG11596	2835
CG11597	1938
CG11598	1367
CG11600	1437
CG11601	1600
CG11608	1553
CG1161	1657
CG11617	2555
CG11619	2419
CG11626	2091
CG11629	1624
CG11630	2020
CG11634	4025
CG11635	935
CG11638	12720
CG11655	2081
CG11656	1192
CG11658	9058
CG11659	1822
CG11663	719
CG11664	881
CG11665	11901
CG11666	561
CG11668	1810
CG11670	2037
CG11671	738
CG11672	1184
CG11674	1233
CG11679	1462
CG11686	1872
CG11693	1898
CG11694	935
CG11695	1924
CG11696	2422
CG11698	910
CG11699	1098
CG11700	1539
CG11703	1278
CG11710	2263
CG11714	3916
CG1172	5589
CG11722	947
CG11723	1979
CG11726	984
CG11737	3511
CG11741	455
CG11752	477
CG11753	1027
CG11755	2041
CG11756	746
CG11760	2123
CG11768	18995
CG11771	2910
CG11777	1028
CG11779	5782
CG11781	545
CG11786	1087
CG11788	1546
CG11790	1750
CG11791	3459
CG11796	1707
CG11802	1481
CG11807	3214
CG11808	864
CG11811	1575
CG11815	1010
CG11816	3242
CG11825	3237
CG11828	2043
CG11835	3252
CG11836	1587
CG11837	1229
CG11839	988
CG11841	1212
CG11842	1234
CG11843	1491
CG11851	2530
CG11852	1282
CG11854	1243
CG11857	1862
CG11858	552
CG11865	919
CG11873	45909
CG11878	1401
CG11882	1157
CG11883	24146
CG11885	556
CG11889	3059
CG11891	3059
CG11892	1690
CG11893	1478
CG11898	5866
CG11899	1317
CG11902	4832
CG11905	7156
CG11906	2544
CG11911	970
CG11912	898
CG11920	1506
CG11927	1734
CG11929	4556
CG11951	3402
CG11961	5593
CG11964	2067
CG11970	5932
CG11975	1960
CG11977	982
CG11980	1315
CG11982	1575
CG11983	1954
CG11986	1377
CG11997	1582
CG11999	1031
CG12003	2411
CG12004	7150
CG12007	1853
CG12009	7542
CG12010	2368
CG12011	1796
CG12012	1236
CG12016	2935
CG12017	10658
CG12018	1387
CG12020	1306
CG12024	1883
CG12025	4062
CG12034	1770
CG12035	1258
CG12038	1721
CG12054	10558
CG12056	952
CG12057	892
CG12061	11613
CG12065	14223
CG12069	1927
CG12071	3944
CG12075	34452
CG12078	1021
CG1208	7144
CG12081	1964
CG12084	5693
CG12091	1907
CG12093	1448
CG12096	3251
CG12099	3122
CG12104	1949
CG12105	5106
CG12106	1436
CG12107	913
CG12111	741
CG12112	1314
CG12115	1280
CG12116	1570
CG12118	1665
CG12121	3583
CG12123	1102
CG12126	605
CG12128	3830
CG12129	1395
CG1213	5399
CG12133	1158
CG12134	1638
CG12147	1889
CG12155	2975
CG12158	333
CG12159	1452
CG12163	14095
CG12164	2101
CG12170	1424
CG12171	1014
CG12173	1238
CG12177	2602
CG12179	4953
CG1218	1505
CG12182	3738
CG12184	3557
CG12194	3119
CG12200	993
CG12204	1110
CG12206	8788
CG12209	1490
CG12213	3018
CG12219	2232
CG12224	1919
CG12229	1960
CG12231	711
CG12236	4945
CG12237	1679
CG12239	2404
CG12241	3116
CG12253	1436
CG12256	1058
CG12259	1246
CG12262	2123
CG12267	2005
CG12268	4797
CG1227	1588
CG12278	838
CG12279	725
CG12288	1684
CG12289	1395
CG12290	4453
CG12299	3418
CG12301	2574
CG12307	680
CG12309	2003
CG1231	1243
CG12310	544
CG12316	5427
CG12320	1666
CG12321	903
CG12325	4240
CG1233	4210
CG12333	2344
CG12338	1951
CG1234	2738
CG12341	1154
CG12343	973
CG12344	8280
CG12347	1007
CG12355	2586
CG1236	1266
CG12362	1957
CG12374	1713
CG12375	1223
CG12376	2668
CG12379	775
CG12384	1275
CG1239	1190
CG12391	2467
CG12393	2473
CG12395	997
CG12398	2032
CG12402	3834
CG12404	6879
CG12420	1048
CG12426	890
CG12428	3373
CG12438	925
CG12439	868
CG12446	2644
CG12448	1414
CG1246	2158
CG12464	506
CG12470	1252
CG12477	1380
CG12479	428
CG12480	1954
CG12481	589
CG12483	748
CG12490	2055
CG12491	580
CG12493	1346
CG12496	1537
CG12498	966
CG12499	6436
CG12502	6306
CG12506	471
CG12507	1296
CG12511	918
CG12512	3103
CG12516	975
CG12517	556
CG12519	655
CG12520	1491
CG12521	421
CG12522	498
CG12523	1161
CG12531	11277
CG12535	61000
CG12538	585
CG12539	2141
CG12540	1106
CG12541	44445
CG12546	489
CG12547	3111
CG12560	1176
CG12567	13363
CG12576	7507
CG12581	12120
CG12589	1933
CG12590	1290
CG12592	2531
CG12594	10746
CG12605	10521
CG12607	1500
CG12608	1769
CG12609	1940
CG12617	1112
CG12620	1546
CG12637	1034
CG12640	348
CG12643	1031
CG12645	1398
CG1265	1278
CG12655	1011
CG12659	955
CG12661	800
CG12662	557
CG12672	1710
CG12674	1368
CG12679	759
CG12680	948
CG12682	860
CG12684	939
CG12688	1709
CG12689	829
CG12691	573
CG12692	2230
CG12693	2378
CG12698	2575
CG12699	854
CG12702	5702
CG12708	2262
CG1271	2393
CG12713	1484
CG12715	2482
CG12716	1549
CG12717	2970
CG12723	2241
CG12725	1025
CG12728	2645
CG12729	827
CG1273	14060
CG12730	2164
CG12744	1354
CG12746	2571
CG1275	4680
CG12766	1502
CG12768	13042
CG12769	13475
CG12772	3850
CG12773	4359
CG12780	432
CG12782	1275
CG12783	1982
CG12784	437
CG12788	1875
CG12795	1290
CG12811	1546
CG12814	18448
CG12817	1286
CG12818	1115
CG12822	1671
CG12824	803
CG12825	783
CG12826	777
CG12828	504
CG12831	3658
CG12836	1325
CG12848	529
CG12849	689
CG12851	7033
CG12853	399
CG12857	1696
CG12860	1177
CG12861	1111
CG12862	413
CG12863	1523
CG12866	3285
CG12868	749
CG12869	4415
CG12877	3758
CG1288	1780
CG12880	6829
CG12883	1046
CG12885	13069
CG12895	785
CG12896	1036
CG12898	471
CG12902	1108
CG12909	1031
CG12910	4149
CG12911	4591
CG12912	29154
CG12913	6276
CG12914	1591
CG12917	1612
CG12920	1962
CG12923	1838
CG12926	2163
CG12929	605
CG12934	943
CG12935	1259
CG12942	2764
CG12945	3406
CG12947	2991
CG12948	1578
CG12951	1109
CG12963	6991
CG12964	11279
CG12970	1562
CG12971	1396
CG12974	4211
CG12975	845
CG12983	4108
CG12984	1258
CG12985	1521
CG12986	531
CG1299	3778
CG12990	2681
CG12991	19454
CG12992	2842
CG12994	21675
CG12995	630
CG12998	1121
CG13000	508
CG13001	1786
CG13002	828
CG13003	31738
CG13004	8840
CG13005	2105
CG13008	3070
CG13010	681
CG13012	7936
CG13014	1058
CG13016	1673
CG13018	439
CG13021	1442
CG13022	623
CG13023	3521
CG13024	19417
CG13025	3206
CG13026	1492
CG13028	743
CG13029	1217
CG13031	515
CG13032	2301
CG13033	1062
CG13038	636
CG13039	706
CG1304	893
CG13040	1675
CG13041	573
CG13042	635
CG13043	646
CG13044	689
CG13045	1239
CG13046	843
CG13047	717
CG13048	1113
CG13049	799
CG13050	814
CG13051	388
CG13053	686
CG13054	1340
CG13055	2796
CG13056	470
CG13058	694
CG13059	637
CG13060	599
CG13062	865
CG13063	606
CG13064	457
CG13065	746
CG13066	700
CG13067	637
CG13068	520
CG13069	420
CG1307	1413
CG13070	809
CG13071	508
CG13073	4253
CG13074	1726
CG13075	1272
CG13077	1497
CG13078	1229
CG13081	934
CG13082	1316
CG13083	1202
CG13084	1603
CG13085	6221
CG13086	1096
CG13088	1566
CG1309	2214
CG13091	2120
CG13096	2798
CG13097	2695
CG13101	7039
CG13102	1962
CG13108	1192
CG13110	527
CG13113	705
CG13114	1614
CG13116	1006
CG13117	1305
CG13123	1147
CG13124	5355
CG13126	2110
CG13127	2623
CG13131	4237
CG13133	1182
CG13135	643
CG13137	1389
CG13138	2042
CG1314	1409
CG13144	1555
CG13148	2538
CG13151	1910
CG13154	979
CG13155	813
CG13157	2188
CG13159	393
CG1316	3015
CG13160	3488
CG13164	3726
CG13168	1710
CG1317	4097
CG13170	415
CG13171	386
CG13175	2868
CG13177	1222
CG13185	17710
CG13186	782
CG13192	1753
CG13193	1109
CG13196	2270
CG13197	6501
CG13198	865
CG13202	487
CG13203	3503
CG13204	3578
CG13215	621
CG13216	888
CG13217	484
CG13218	523
CG13220	816
CG13223	2261
CG13226	953
CG13227	504
CG13228	471
CG13229	32903
CG13230	398
CG13231	840
CG13239	704
CG1324	1506
CG13243	1519
CG13244	720
CG13245	1137
CG13247	1434
CG13248	3464
CG13250	1627
CG13251	3712
CG13252	13918
CG13255	1352
CG13258	1016
CG13272	11186
CG13280	19068
CG13282	2438
CG13283	2123
CG13284	6417
CG13285	1792
CG13287	1787
CG13288	10160
CG13293	9306
CG13295	1756
CG13297	786
CG13299	557
CG13300	23067
CG13305	1907
CG13306	588
CG13308	764
CG13309	871
CG13310	1803
CG13311	625
CG13312	1403
CG13313	2065
CG13314	1418
CG13315	618
CG13318	1446
CG13319	761
CG13321	2601
CG13323	2562
CG13324	511
CG13325	15246
CG13326	2945
CG13330	2194
CG13331	1607
CG13332	1072
CG13334	2224
CG13337	2643
CG13339	715
CG13344	2160
CG13358	1498
CG13359	1802
CG13360	2235
CG13361	1643
CG13362	2061
CG13364	447
CG13365	499
CG13366	35115
CG13367	1626
CG13369	1298
CG13373	1208
CG13375	11777
CG13376	1305
CG13377	5665
CG13380	17794
CG13384	4350
CG13385	1238
CG13386	1058
CG1339	1485
CG13390	1296
CG13392	987
CG13397	2981
CG13398	3113
CG13403	799
CG13404	1514
CG13405	1388
CG13407	2177
CG13408	3092
CG13409	2461
CG13423	1687
CG13426	473
CG13427	440
CG13428	937
CG13430	1757
CG13436	2032
CG13437	1011
CG13438	911
CG1344	3103
CG13442	2782
CG13443	1678
CG13445	493
CG13449	2198
CG13454	524
CG13455	1482
CG13457	3439
CG13458	2817
CG13460	677
CG13461	560
CG13465	602
CG13471	929
CG13473	584
CG13474	555
CG13476	694
CG13481	783
CG13482	540
CG13484	652
CG13488	971
CG13492	10748
CG13494	604
CG13500	1215
CG13501	2614
CG13502	2946
CG13506	10882
CG13510	3489
CG13511	3489
CG13516	1478
CG13526	678
CG13527	1717
CG13531	5996
CG13532	3238
CG13538	989
CG13539	1312
CG1354	3353
CG13540	583
CG13541	1595
CG13544	1498
CG13545	609
CG13551	5559
CG13557	721
CG13558	1052
CG13559	870
CG13560	918
CG13561	1935
CG13562	1520
CG13563	2294
CG13564	500
CG13566	1101
CG13575	2088
CG13577	1803
CG13578	910
CG13579	35365
CG1358	25447
CG13581	837
CG13585	1798
CG13587	1097
CG13589	642
CG13590	693
CG13594	23166
CG13599	1090
CG1360	2337
CG13601	1263
CG13603	1357
CG13604	4111
CG13605	2446
CG13606	11517
CG13607	2280
CG13609	1516
CG13613	796
CG13614	1164
CG13615	1279
CG13616	874
CG13617	2851
CG13618	2740
CG13622	1201
CG13623	786
CG13625	2094
CG13627	4651
CG13630	1428
CG13631	1583
CG13634	1889
CG13639	467
CG13640	507
CG13641	542
CG13643	8320
CG13650	3291
CG13653	1005
CG13654	14438
CG13658	1457
CG13659	1427
CG13663	864
CG13667	1901
CG13670	1518
CG13671	2278
CG13674	752
CG13675	5204
CG13676	9946
CG13678	813
CG13679	554
CG1368	915
CG13685	3209
CG13689	1618
CG13690	1219
CG13692	719
CG13693	1722
CG13694	1124
CG13698	17733
CG13699	7626
CG13700	2519
CG13704	1970
CG13705	1607
CG13707	2318
CG13708	4500
CG1371	4665
CG13711	826
CG13712	682
CG13713	458
CG13716	354
CG13720	1645
CG13721	895
CG13722	5805
CG13723	571
CG13724	1653
CG13725	901
CG13727	1038
CG13728	2703
CG13731	5321
CG13733	1132
CG13737	4063
CG13738	355
CG13739	42360
CG13741	2153
CG13742	3211
CG13743	15759
CG13744	2828
CG13747	1218
CG13748	722
CG13749	1023
CG13751	377
CG13760	1955
CG13766	2070
CG13771	1552
CG13773	1179
CG13775	2594
CG13784	15496
CG13786	2376
CG13793	2514
CG13794	2977
CG13795	3254
CG13796	5514
CG13801	2130
CG13806	1247
CG13807	697
CG13810	1747
CG13813	1587
CG13827	2238
CG13829	862
CG13833	2280
CG13837	672
CG13838	429
CG13840	1696
CG13841	968
CG13842	3025
CG13843	1231
CG13847	10937
CG13850	2350
CG13855	2702
CG13856	2405
CG13857	1916
CG13862	569
CG13865	3092
CG13868	8141
CG13869	935
CG1387	3724
CG13870	2174
CG13871	1717
CG13872	2085
CG13875	2613
CG13876	1394
CG13877	596
CG13884	774
CG13887	2071
CG13890	1328
CG13891	761
CG13893	4915
CG13894	6062
CG13895	2258
CG13896	1031
CG13898	625
CG13901	1155
CG13905	913
CG13907	4723
CG13912	885
CG13917	24147
CG13919	517
CG13920	2558
CG13921	5484
CG13924	1546
CG13926	811
CG13928	2587
CG13930	2321
CG13931	1452
CG13933	3339
CG13937	6491
CG1394	868
CG13946	406
CG13947	483
CG13949	1303
CG13950	1610
CG13954	80172
CG13955	1717
CG13962	829
CG13965	595
CG13970	765
CG13972	1347
CG13978	2892
CG13982	3021
CG13983	934
CG13984	657
CG13989	910
CG13991	5629
CG13992	2362
CG13994	683
CG13995	5868
CG13996	884
CG13998	331
CG13999	1155
CG14000	1363
CG14005	1459
CG14006	2397
CG14007	1332
CG14011	1537
CG14013	1008
CG14014	1127
CG14015	2347
CG14017	1241
CG1402	16483
CG14020	1213
CG14022	905
CG14024	3585
CG14034	1354
CG14036	438
CG14042	3110
CG14043	1986
CG14044	1564
CG14050	1470
CG14052	1216
CG14053	2271
CG14054	1087
CG14057	638
CG14062	1307
CG14069	598
CG1407	4451
CG14070	1285
CG14071	1283
CG14072	1270
CG14073	18411
CG14074	1207
CG14075	674
CG14077	5891
CG14079	1066
CG14082	33595
CG14085	4818
CG14086	4129
CG14088	871
CG14089	681
CG1409	622
CG14095	711
CG14096	513
CG14100	1453
CG14102	2317
CG14104	389
CG14105	783
CG14106	1101
CG14107	988
CG14109	1511
CG14110	1137
CG14111	2424
CG14113	565
CG14115	873
CG14117	1166
CG14118	2101
CG14120	4206
CG14125	906
CG14130	1267
CG14131	3413
CG14132	3057
CG14135	1187
CG14137	312
CG14141	808
CG14142	3379
CG14143	494
CG14147	829
CG14151	805
CG14153	1088
CG14154	1121
CG1416	2991
CG14160	2654
CG14174	1137
CG1418	1233
CG14182	1100
CG14183	3149
CG14184	1202
CG14185	1464
CG14186	5744
CG14187	583
CG14190	10882
CG14191	902
CG14194	2483
CG14195	3389
CG14196	5782
CG14200	22898
CG14204	3441
CG14205	2940
CG14207	6215
CG1421	747
CG14210	630
CG14212	897
CG14215	7103
CG14218	1632
CG14219	2823
CG14220	2049
CG14221	2427
CG14223	4530
CG14227	1158
CG14229	1274
CG14230	2242
CG14231	1936
CG14232	2333
CG14234	4887
CG14237	366
CG14238	2733
CG14244	549
CG14245	615
CG14246	2804
CG14247	984
CG14252	1715
CG14253	7166
CG14257	6949
CG14258	1082
CG14259	1324
CG14260	967
CG14262	1057
CG14265	557
CG14269	865
CG1427	1753
CG14270	774
CG14273	1684
CG14274	3770
CG14275	5456
CG14277	941
CG1428	2031
CG14280	3356
CG14282	987
CG14285	1105
CG14286	762
CG14291	1870
CG14292	723
CG14294	602
CG14297	1222
CG14298	1677
CG14300	419
CG14301	12307
CG14302	354
CG14304	28527
CG14305	1407
CG14309	3493
CG14312	551
CG14313	724
CG14314	1873
CG14315	771
CG14316	1521
CG14317	1536
CG14321	784
CG14322	22307
CG14323	914
CG14324	519
CG14325	1886
CG14326	589
CG14327	1225
CG14329	1175
CG14330	887
CG14331	1761
CG14332	513
CG14339	4155
CG1434	2165
CG14340	1198
CG14341	706
CG14342	1036
CG14346	1055
CG14352	1167
CG14353	1541
CG14354	1096
CG14355	3433
CG14356	1393
CG14357	1016
CG14362	856
CG14367	1461
CG14369	1026
CG14370	729
CG14374	447
CG14377	749
CG14380	1050
CG14383	1136
CG14384	1775
CG14391	614
CG14395	11129
CG14397	3638
CG1440	4208
CG14400	905
CG14401	1712
CG14402	1688
CG14406	973
CG14407	728
CG14408	5167
CG1441	4270
CG14410	606
CG14411	3616
CG14414	1575
CG14416	970
CG14417	1106
CG14418	1436
CG14419	729
CG14420	1672
CG14421	922
CG14422	1184
CG14423	1187
CG14424	1375
CG14427	1167
CG14431	60553
CG14434	15286
CG14435	5748
CG14438	14391
CG14439	8209
CG14440	2702
CG14441	19882
CG14442	5712
CG14443	2211
CG14445	3244
CG14448	809
CG14450	1556
CG14451	862
CG14452	483
CG14453	566
CG14454	855
CG14455	728
CG14456	1067
CG14457	10079
CG14459	64803
CG14464	1342
CG14478	8133
CG14480	1513
CG14483	1100
CG14488	622
CG14490	832
CG14491	501
CG14492	661
CG14495	1119
CG14499	867
CG14500	677
CG14502	6017
CG14505	1033
CG14506	3438
CG14507	1522
CG14511	1216
CG14512	604
CG14515	1656
CG14516	7126
CG14518	1189
CG14523	2099
CG14526	2323
CG14527	2154
CG14528	2185
CG14529	2127
CG14535	10571
CG14537	811
CG14540	2408
CG14543	721
CG14544	1798
CG14545	882
CG14546	1593
CG14551	1744
CG14556	1210
CG14561	1310
CG14562	7646
CG14563	579
CG14564	890
CG14565	1022
CG14566	831
CG14567	725
CG14568	682
CG14569	826
CG14570	780
CG14572	908
CG14573	690
CG14579	1269
CG14589	1109
CG14591	4091
CG14598	2217
CG14605	2027
CG14606	2745
CG14607	2247
CG14609	2481
CG1461	4157
CG14610	567
CG14613	2041
CG14615	2309
CG14618	1301
CG14621	3582
CG14624	819
CG14625	3612
CG14626	3808
CG14627	1883
CG14628	489
CG14629	1107
CG1463	1691
CG14630	1670
CG14631	590
CG14634	593
CG14635	475
CG14636	10822
CG14641	1564
CG14642	1673
CG14644	1150
CG14645	409
CG14646	1746
CG14647	1508
CG14650	3942
CG14651	3404
CG14655	2806
CG14657	3453
CG14658	603
CG14659	449
CG14661	1747
CG14662	2234
CG14664	1404
CG14667	1439
CG14668	948
CG14669	43868
CG14671	839
CG14676	958
CG1468	858
CG14683	2330
CG14684	487
CG14687	740
CG14688	3189
CG14689	1661
CG14691	2304
CG14692	9898
CG14693	3467
CG14694	1612
CG14695	1116
CG14696	2569
CG14701	628
CG14708	725
CG14710	1639
CG14711	1610
CG14712	4448
CG14715	703
CG14717	1819
CG14718	2107
CG14720	654
CG14721	1431
CG14722	2138
CG14731	2379
CG14736	2926
CG14739	961
CG14740	1875
CG14742	1159
CG14743	2516
CG14744	3099
CG14752	1452
CG14756	819
CG14757	1250
CG14759	643
CG14760	2709
CG14762	4637
CG14763	1996
CG14764	13840
CG14767	5823
CG14770	928
CG14777	2559
CG14778	3122
CG14780	1206
CG14785	1840
