Gene	Length		a1	a2	a3	a4	a5	a6	a7	ab8	b1	b2	b3	b4	b6
CG33543	9211		NA	NA	NA	NA	NA	0000003965;0000003966	NA	0000000724	NA	0000000725	NA	NA	0000000724
CR43464	3877		NA	NA	NA	NA	NA	0000003965	NA	NA	NA	NA	NA	NA	NA
CG15353	430		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45712	821		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nplp4	658		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR31943	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR31944	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4238	20929		NA	0000003968	NA	NA	NA	0000003967	0000003969	NA	NA	NA	NA	NA	NA
tRNA:CR31939	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR31940	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR31669	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:G3:22BCb	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42296	3522		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lectin-22C	856		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Su(dx)	6658		NA	NA	NA	NA	NA	NA	NA	NA	0000003970	NA	NA	NA	NA
CR45298	864		NA	NA	NA	NA	0000000726	NA	0000000726	NA	NA	NA	NA	NA	NA
Kebab	2560		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000000727	NA
Or22c	3378		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dpr3	51088		0000000013	0000000013	0000000013	0000000728;0000000013	0000000013	0000000013	0000003974;0000000013	0000000728;0000000013	0000000013	0000000731;0000000013	0000003972;0000000013	0000000013	0000003973;0000000729;0000000730;0000000013
CG12674	1367		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44808	316		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44055	1057		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4259	1928		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GlyP	6483		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tho2	7837		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11723	1978		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBCD	4146		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIF	3635		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15382	1037		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aop	22270		NA	0000003976;0000003977	NA	NA	0000003975	NA	NA	NA	NA	NA	NA	NA	NA
CR43751	3533		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44066	995		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR31946	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45290	785		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG10874	2472		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44065	1081		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34172	5387		NA	NA	NA	NA	NA	NA	NA	00021972812L	NA	NA	NA	NA	NA
CG31668	2445		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33124	2577		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15385	2997		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uch	1473		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34174	901		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG10880	1339		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mio	3335		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
papi	4796		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15387	749		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sau	4757		NA	NA	NA	NA	NA	0000000732	NA	NA	NA	NA	NA	NA	NA
CR44114	851		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sec24CD	5738		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44115	675		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tengl3	1175		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tengl2	1080		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tengl1	1179		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4267	2896		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR42859	2153		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ser12	844		NA	0000000733	NA	NA	NA	NA	0000000733	NA	0000000733	NA	NA	NA	NA
CG17239	831		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17234	807		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Send1	874		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44787	365		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44788	334		NA	NA	NA	NA	NA	0000003980	NA	NA	NA	NA	NA	NA	NA
CG4270	799		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34049	1090		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17242	1034		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43753	8395		NA	0000003982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43754	1298		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG4271	763		NA	0000003984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31681	948		NA	0000003984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42658	908		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17237	913		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
robl22E	514		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31949	785		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG16995	924		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9967	48595		0000003988	NA	NA	0000003987	NA	0000003989	0000000736	NA	0000003990	NA	NA	NA	NA
eys	47264		0000003988	NA	NA	NA	NA	0000003989	0000000736	NA	0000003990	NA	NA	NA	NA
Rab5	6131		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Axud1	4792		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3597	1372		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3609	2172		NA	NA	NA	NA	NA	0000000737	NA	NA	NA	NA	NA	NA	NA
CG15390	984		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44982	627		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atxn7	4665		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eogt	1976		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9870	1545		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3557	1031		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43750	1111		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VGlut	19002		NA	NA	NA	NA	NA	NA	NA	NA	0000003991	NA	NA	NA	NA
CG18641	4698		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31948	1361		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34448	1173		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34447	1591		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9886	3817		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG44139	244		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44912	831		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dpp	31451		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:Y1:22Fb	120		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:Y1:22Fa	93		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45286	1334		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000000739	NA	NA
Slh	4474		NA	NA	NA	NA	NA	0000000742	NA	0000011213;0000017825	NA	NA	NA	NA	NA
oaf	5891		NA	0000003994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44607	284		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3528	935		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR46069	917		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44112	570		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3515	1680		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44113	339		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyp309a1	2347		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyp309a2	8151		NA	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016	0000000016
insv	1717		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elba2	1492		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ND-B17.2	971		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arpc5	1131		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Drp1	4149		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15394	904		NA	NA	NA	NA	NA	0000004005	NA	NA	NA	NA	NA	NA	NA
CR44790	1252		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44789	688		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15395	1289		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43403	595		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45705	2399		NA	NA	NA	NA	NA	NA	0000004009	NA	NA	NA	0000000745	NA	NA
CR43852	251		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9962	1143		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43851	475		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33125	4054		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prosbeta4R1	880		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Or23a	1413		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prosbeta4R2	1708		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9879	1203		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gr23a	2363		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31690	41697		NA	NA	NA	0000004013	0000000747	NA	0000000746	0000004014	NA	0000004015	NA	NA	0000004016
CG15398	1107		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31689	14156		NA	0000011218	NA	0000011218	NA	0000011218	0000011218	0000011218	0000011218	0000011218	0000011218	0000011218	0000011218
mir-4914	93		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hrs	3391		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9961	1559		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cwc25	1846		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pgk	6188		NA	0000004018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bacc	5530		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44772	236		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trn-SR	3965		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3077	2249		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aph-1	1048		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taf10b	559		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taf10	722		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
colt	1479		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2862	769		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15399	892		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syt1	27652		0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018	0000000018
CR43821	489		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
daw	7115		NA	NA	NA	NA	NA	0000004023	0000004020	NA	0000004021;0000004022	NA	NA	NA	NA
CG2964	1992		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6P	1424		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cy	14278		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3123	1960		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3119	2946		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr23B	1136		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45342	291		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2975	2514		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG18558	1924		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG18557	1133		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3117	1286		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2983	1365		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3104	6789		NA	0000004025;0000017827	NA	NA	NA	0000004025;0000017827	0000004025;0000011219;0000011220;0000017827	0000004025;0000004028;0000017827	0000004025;0000004026;0000004027;0000017827	0000004025;0000004026;0000017827	0000004025;0000017827	NA	0000004025;0000017827
RpS21	959		NA	NA	NA	NA	NA	NA	0000011220;0000011221	NA	NA	NA	NA	NA	NA
CG2991	11384		NA	NA	NA	NA	NA	NA	0000011221	NA	NA	NA	NA	NA	NA
CG31694	5862		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8813	997		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8814	2278		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prx6005	1141		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31950	657		NA	0000004029;0000004030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
betaggt-II	1596		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTPase	5146		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lilli	68477		NA	0000000019;0000004037	0000004035	0000000019	NA	0000004032;0000004033;0000000749;0000000019	0000004031	0000004036	NA	0000004034	0000000748;0000000750;0000000019	0000004035;0000004038	NA
Rbp9	13672		NA	NA	NA	NA	NA	NA	NA	NA	0000004039	NA	NA	0000004040	NA
Ts	1345		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rrp1	2735		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gammaTub23C	1967		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9641	2003		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3165	1378		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9643	877		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chd1	8161		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bem46	1959		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
okr	3165		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3558	5856		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17265	16783		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000004041	NA
CG17224	1867		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17264	2998		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alpha4GT1	1832		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3542	3213		NA	NA	NA	NA	NA	NA	NA	00030262152L	NA	00030262152L	NA	NA	NA
CG3605	2916		NA	NA	NA	NA	NA	NA	NA	0000017828	NA	0000017828	NA	NA	NA
CG17219	1363		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44147	491		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GABPI	1761		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17258	3138		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17259	1910		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17260	1563		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cnir	986		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17221	1914		NA	0000011222	NA	0000011222	NA	0000011222	0000011222	NA	0000011222	NA	0000011222	NA	NA
CG17261	1042		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FASN2	12196		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snRNA:LU	158		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snRNA:U5:23D	130		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FASN1	11579		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
toc	76441		0000004042	0000000020	0000000020	0000000020	0000000020;0000004043;0000004045;0000004046	0000000020	0000000020;0000000751;0000004048	0000000020	0000000020	0000000020	0000000020	0000000020;0000004044;0000004047	0000000020
PpD6	1326		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15403	854		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ND-B14.5B	895		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mad	13587		NA	NA	NA	NA	NA	0000004049	NA	NA	NA	NA	NA	NA	NA
gkt	2449		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR31953	774		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydr2	5817		NA	NA	NA	NA	NA	NA	NA	NA	0000000752	0000004050	NA	NA	NA
tRNA:S7:23Eb	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG44002	1272		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44003	1764		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S7:23Ea	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31698	635		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15404	532		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34393	25384		NA	0000004053;0000004054;0000000753	NA	NA	NA	0000000753	0000004052	0000004055;0000000753	NA	NA	NA	0000004056	NA
CR45336	641		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45337	308		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45338	369		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45706	1546		NA	NA	NA	NA	NA	NA	NA	NA	0000000759	NA	NA	0000004059	NA
CR44484	377		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3347	2369		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3332	4734		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44485	769		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9664	3461		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9663	8204		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3277	13318		NA	0000004063	NA	NA	NA	0000000760	NA	NA	NA	NA	NA	NA	NA
CG15406	2460		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3326	3078		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8837	2896		NA	NA	NA	NA	NA	NA	0000011223	NA	NA	NA	NA	0000000761	NA
CG33281	2400		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33282	1889		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3285	1948		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15408	1976		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E23	19954		NA	0000004065	0000000762	0000004066	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8838	972		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34394	14732		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15412	2144		NA	NA	NA	NA	NA	NA	0000004068	NA	NA	NA	NA	NA	NA
CG9662	905		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptpa	1588		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45301	415		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sfp23F	389		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42460	614		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44791	405		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44792	528		NA	NA	NA	NA	NA	NA	0000011224	NA	NA	NA	NA	NA	NA
CG34175	661		NA	NA	NA	NA	NA	0000004069	0000011224	NA	NA	NA	NA	NA	NA
pgant2	22259		NA	0000004070	NA	NA	NA	NA	0000011225	0000004071	NA	NA	NA	NA	NA
CG8840	639		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31952	1375		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2772	1597		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Snx1	2423		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12795	1289		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cog3	3367		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sec5	3065		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3246	1630		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
msl-2	3894		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-4971	110		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ND-PDSW	1177		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3238	2662		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31776	2182		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pgant4	2735		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45372	693		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43928	1305		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thor	1178		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15414	10316		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tim	14133		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45299	438		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG31954	1044		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45300	341		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33123	4328		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17593	2392		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3213	2378		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8851	2878		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sr-CIV	1535		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8852	2457		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spindly	2930		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Che-13	1889		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44308	489		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
drm	9176		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44309	1080		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44747	194		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43822	456		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43815	413		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
